Age,City,Amount,Gender,STATE,Country,TRANSACTION_ID,age_category
55,Mundelein,NULL,Male,Illinois,USA,NULL,50
70,Mundingburra,NULL,Male,"No State",AU,NULL,70
68,Murphysboro,NULL,Female,Illinois,USA,NULL,60
67,"Murray              ",NULL,Male,Kentucky,USA,NULL,60
72,Muskegon,50,Female,Michigan,USA,1539,70
53,Naperville,NULL,Female,Illinois,USA,NULL,50
75,Naples,100,Male,Florida,USA,3012,70
73,Nashville,NULL,Female,Tennessee,USA,NULL,70
55,Neffsville,NULL,Female,Pennsylvania,USA,NULL,50
66,Nekoosa,NULL,Female,Wisconsin,USA,NULL,60
60,Neoga,5,Female,Illinois,USA,4118,60
49,"Neptune Beach",NULL,Female,Florida,USA,NULL,40
61,"New Albany",50,Female,Indiana,USA,308,60
71,"New Berlin",25,Female,Illinois,USA,1712,70
49,"New Lenox",NULL,Female,Illinois,USA,NULL,40
62,"New Providence",50,Female,"New Jersey",USA,5972,60
57,"New Ulm",NULL,Female,Minnesota,USA,NULL,50
53,Newark,25,Female,Delaware,USA,7736,50
55,Newbern,20,Female,Tennessee,USA,326,50
61,Newton,NULL,Female,Illinois,USA,NULL,60
53,Nora,NULL,Female,Indiana,USA,NULL,50
29,Normal,NULL,Female,Illinois,USA,NULL,20
37,Norman,250,Female,Oklahoma,USA,10932,30
61,"North Aurora",NULL,Female,Illinois,USA,NULL,60
67,"North Chesterfield",25,Female,Virginia,USA,2930,60
60,"North Port",20,Male,Florida,USA,5592,60
53,"North Providence",100,Female,"Rhode Island",USA,382,50
68,"North Terre Haute",NULL,Male,Indiana,USA,NULL,60
64,Northbrook,NULL,Male,Illinois,USA,NULL,60
57,Northfield,1000,Female,Illinois,USA,904,50
73,Northville,NULL,Female,Michigan,USA,NULL,70
64,Northwoods,75,Female,Illinois,USA,276,60
64,"O Fallon",NULL,Female,Illinois,USA,NULL,60
48,"Oak Creek",25,Female,Wisconsin,USA,5707,40
66,"Oak Forest",25,Female,Illinois,USA,4178,60
77,"Oak Lawn",NULL,Male,Illinois,USA,NULL,70
24,"Oak Park",NULL,Female,Illinois,USA,NULL,20
68,Oakland,50,Male,California,USA,2519,60
72,"Oakland Park",NULL,Male,Florida,USA,NULL,70
45,Oakton,25,Female,Virginia,USA,1369,40
50,"Ocean Springs",NULL,Female,Mississippi,USA,NULL,50
68,Odin,25,Male,Illinois,USA,1115,60
45,Ogden,NULL,Female,Illinois,USA,NULL,40
45,Oglesby,NULL,Female,Illinois,USA,NULL,40
60,Olathe,NULL,Female,Kansas,USA,NULL,60
44,Olney,NULL,Female,Illinois,USA,NULL,40
47,Olympia,NULL,Female,Washington,USA,NULL,40
68,Omaha,NULL,Female,Nebraska,USA,NULL,60
44,Onarga,20,Female,Illinois,USA,6522,40
49,Orange,NULL,Female,California,USA,NULL,40
53,Orangevale,5,Female,California,USA,2200,50
66,"Orland Park",NULL,Female,Illinois,USA,NULL,60
58,Orlando,30,Female,Florida,USA,10144,50
62,"Ormond Beach",25,Male,Florida,USA,240,60
56,"Oro Valley",NULL,Male,Arizona,USA,NULL,50
30,Oswego,NULL,Female,Illinois,USA,NULL,30
59,Ottawa,50,Female,Illinois,USA,5205,50
61,"Overland Park",20,Female,Kansas,USA,1417,60
65,Oviedo,NULL,Female,Florida,USA,NULL,60
72,"Owings Mills",25,Female,Maryland,USA,445,70
56,Oxford,NULL,Male,Michigan,USA,NULL,50
58,Pacifica,NULL,Female,California,USA,NULL,50
51,Palatine,50,Female,Illinois,USA,2152,50
73,"Palm Bay",25,Female,Florida,USA,5274,70
55,"Palm Beach Gardens",NULL,Female,Florida,USA,NULL,50
61,"Palm Coast",NULL,Male,Florida,USA,NULL,60
0,"Palm Desert",NULL,Female,California,USA,NULL,NULL
86,"Palm Harbor",25,Male,Florida,USA,641,80
70,"Palo Alto",NULL,Female,California,USA,NULL,70
45,"Palos Park",NULL,Female,Illinois,USA,NULL,40
0,"Panorama City       ",NULL,Male,California,USA,NULL,NULL
44,Paoli,NULL,Female,Pennsylvania,USA,NULL,40
71,Paris,100,Female,Illinois,USA,4357,70
47,"Park Forest",NULL,Female,Illinois,USA,NULL,40
37,"Park Ridge",50,Female,Illinois,USA,1615,30
50,Pawnee,NULL,Male,Illinois,USA,NULL,50
24,Paxton,NULL,Female,Illinois,USA,NULL,20
52,"Peachtree City",25,Female,Georgia,USA,6779,50
69,Pekin,NULL,Female,Illinois,USA,NULL,60
64,Pella,NULL,Female,Iowa,USA,NULL,60
34,Pendleton,NULL,Female,Oregon,USA,NULL,30
74,Penfield,25,Female,Illinois,USA,1079,70
60,Peoria,NULL,Female,Illinois,USA,NULL,60
51,Perrysburg,20,Female,Ohio,USA,3393,50
60,Peru,NULL,Female,Illinois,USA,NULL,60
64,Petersburg,NULL,Female,Illinois,USA,NULL,60
52,Philadelphia,32,Female,Pennsylvania,USA,4712,50
55,Philo,NULL,Female,Illinois,USA,NULL,50
62,Phoenix,NULL,Female,Arizona,USA,NULL,60
74,Pillager,NULL,Female,Minnesota,USA,NULL,70
33,"Pingree Grove",20,Female,Illinois,USA,437,30
65,Plainfield,NULL,Male,Illinois,USA,NULL,60
46,Plano,25,Female,Texas,USA,3322,40
48,"Pleasant Hill",NULL,Female,California,USA,NULL,40
70,Pleasanton,100,Female,California,USA,86,70
29,Plymouth,NULL,Female,Michigan,USA,NULL,20
67,Ponce,NULL,Female,"Puerto Rico",USA,NULL,60
56,Pontiac,NULL,Female,Illinois,USA,NULL,50
74,"Poplar Grove        ",NULL,Male,Illinois,USA,NULL,70
85,"Port Charlotte",100,Female,Florida,USA,4917,80
0,Portage,NULL,Female,Michigan,USA,NULL,NULL
76,Portales,10,Female,"New Mexico",USA,189,70
53,Portland,NULL,Female,Oregon,USA,NULL,50
70,Potomac,NULL,Female,Maryland,USA,NULL,70
60,"Prairie Du Sac",NULL,Female,Wisconsin,USA,NULL,60
72,Prescott,25,Female,Arizona,USA,1010,70
0,Princeton,NULL,Female,Massachusetts,USA,NULL,NULL
63,Providence,50,Female,"Rhode Island",USA,5469,60
68,Quincy,NULL,Male,Illinois,USA,NULL,60
51,Raleigh,NULL,Female,"North Carolina",USA,NULL,50
63,"Rancho Santa Margarita",NULL,Female,California,USA,NULL,60
61,Rantoul,NULL,Female,Illinois,USA,NULL,60
56,"Redwood City",NULL,Female,California,USA,NULL,50
59,Reedsburg,40,Female,Wisconsin,USA,6688,50
52,Reno,NULL,Female,Nevada,USA,NULL,50
60,Rensselaer,50,Female,"New York",USA,4142,60
50,Reston,100,Female,Virginia,USA,4328,50
76,Richfield,NULL,Male,Minnesota,USA,NULL,70
70,Richmond,NULL,Female,Texas,USA,NULL,70
23,"Ridge Farm",NULL,Female,Illinois,USA,NULL,20
23,"River Forest",NULL,Female,Illinois,USA,NULL,20
57,Riverdale,NULL,Female,Georgia,USA,NULL,50
77,"Rivers State        ",NULL,Male,"No State",NG,NULL,70
63,Riverwoods,25,Female,Illinois,USA,7109,60
71,Rochester,30,Male,"New York",USA,102,70
76,"Rock Falls",10,Female,Illinois,USA,4031,70
60,"Rock Island",NULL,Female,Illinois,USA,NULL,60
59,Rockaway,NULL,Female,"New Jersey",USA,NULL,50
24,Rockford,NULL,Female,Illinois,USA,NULL,20
51,Rockton,NULL,Female,Illinois,USA,NULL,50
46,Rockville,25,Female,Maryland,USA,5912,40
49,Roscoe,25,Male,Illinois,USA,337,40
76,Roseburg,NULL,Female,Oregon,USA,NULL,70
60,Roseville,NULL,Female,California,USA,NULL,60
63,Roswell,NULL,Male,Georgia,USA,NULL,60
58,Rushville,NULL,Female,Illinois,USA,NULL,50
65,Rye,25,Female,"New York",USA,1434,60
57,Sacramento,25,Female,California,USA,2229,50
58,"Saint Charles",NULL,Female,Illinois,USA,NULL,50
69,"Saint Cloud",10,Male,Florida,USA,133,60
75,"Saint Joseph",NULL,Female,Missouri,USA,NULL,70
31,"Saint Louis",NULL,Female,Missouri,USA,NULL,30
65,"Saint Paul",NULL,Female,Minnesota,USA,NULL,60
56,"Saint Peters",NULL,Female,Missouri,USA,NULL,50
61,"Saint Petersburg",NULL,Female,Florida,USA,NULL,60
0,Salem,NULL,Male,Illinois,USA,NULL,NULL
65,Salisbury,25,Female,"North Carolina",USA,177,60
0,"San Antonio",50,Male,Texas,USA,1275,NULL
0,"San Diego",35,Female,California,USA,622,NULL
0,"San Francisco",NULL,Female,California,USA,NULL,NULL
79,"San Jose",50,Female,California,USA,117,70
67,"San Marcos",20,Female,Texas,USA,3951,60
63,"San Mateo",NULL,Female,California,USA,NULL,60
76,"San Pedro",25,Female,California,USA,556,70
76,"San Rafael",NULL,Female,California,USA,NULL,70
51,Sandpoint,NULL,Male,Idaho,USA,NULL,50
45,Sandy,NULL,Female,Utah,USA,NULL,40
64,"Santa Barbara",NULL,Female,California,USA,NULL,60
71,"Santa Cruz          ",100,Female,California,USA,4036,70
0,"Santa Fe",NULL,Male,"New Mexico",USA,NULL,NULL
82,Sarasota,NULL,Female,Florida,USA,NULL,80
55,Saudi,NULL,Male,"No State",SA,NULL,50
25,Savoy,NULL,Female,Illinois,USA,NULL,20
29,Schaumburg,NULL,Female,Illinois,USA,NULL,20
0,Schenectady,NULL,Female,"New York",USA,NULL,NULL
57,Scottsdale,NULL,Male,Arizona,USA,NULL,50
69,Scranton,300,Female,Pennsylvania,USA,8895,60
50,Seattle,50,Male,Washington,USA,10034,50
62,Sebastopol,NULL,Male,California,USA,NULL,60
52,Seneca,NULL,Female,Illinois,USA,NULL,50
46,Seoul,1000,Female,"No State",KR,3475,40
0,"Shaker Heights",NULL,Female,Ohio,USA,NULL,NULL
67,"Shatin NT",NULL,Male,"No State",HK,NULL,60
46,Shelby,NULL,Female,"North Carolina",USA,NULL,40
65,Shelbyville,20,Female,Illinois,USA,384,60
72,"Shenton Park Wa",25,Female,"No State",AU,4652,70
45,Sherman,25,Female,Illinois,USA,6271,40
65,Shoreline,NULL,Male,Washington,USA,NULL,60
76,Shoreview,100,Male,Minnesota,USA,5272,70
58,Shorewood,NULL,Female,Illinois,USA,NULL,50
68,Shumway,15,Female,Illinois,USA,137,60
47,Sidney,NULL,Female,Illinois,USA,NULL,40
48,"Silver Spring",NULL,Female,Maryland,USA,NULL,40
73,Silverton,50,Male,Colorado,USA,511,70
94,Skillman,25,Female,"New Jersey",USA,2974,90
55,Skokie,NULL,Female,Illinois,USA,NULL,50
92,Snellville,NULL,Male,Georgia,USA,NULL,90
58,"Solana Beach",NULL,Female,California,USA,NULL,50
57,"South Elgin",NULL,Male,Illinois,USA,NULL,50
67,"South Holland",NULL,Female,Illinois,USA,NULL,60
46,"South Jacksonville",NULL,Female,Illinois,USA,NULL,40
58,"South Whitley",50,Female,Indiana,USA,965,50
61,Sparland,25,Female,Illinois,USA,506,60
46,Spearfish,NULL,Male,"South Dakota",USA,NULL,40
60,Spokane,NULL,Female,Washington,USA,NULL,60
64,Spotsylvania,35,Female,Virginia,USA,586,60
65,Spring,NULL,Female,Texas,USA,NULL,60
61,"Spring Grove",NULL,Male,Illinois,USA,NULL,60
66,Springdale,25,Male,Arkansas,USA,7385,60
63,Springfield,NULL,Male,Virginia,USA,NULL,60
64,"St Charles",NULL,Male,Illinois,USA,NULL,60
61,"St Thomas",NULL,Female,"Virgin Islands",USA,NULL,60
93,Sterling,10,Female,Illinois,USA,878,90
76,Stockbridge,100,Male,Georgia,USA,2509,70
55,Stockton,NULL,Female,Illinois,USA,NULL,50
52,"Stone Mountain",NULL,Female,Georgia,USA,NULL,50
72,Streator,NULL,Female,Illinois,USA,NULL,70
62,"Sugar Grove",NULL,Female,Illinois,USA,NULL,60
38,Sullivan,NULL,Female,Illinois,USA,NULL,30
77,Summerfield,25,Female,Florida,USA,1026,70
81,Summit,NULL,Female,Illinois,USA,NULL,80
77,"Sun City",NULL,Female,California,USA,NULL,70
64,"Sun City West",25,Female,Arizona,USA,3177,60
61,Sunman,NULL,Male,Indiana,USA,NULL,60
59,Sunnyvale,NULL,Female,California,USA,NULL,50
67,Surfside,250,Male,Florida,USA,394,60
84,Surprise,NULL,Female,Arizona,USA,NULL,80
51,Swansea,NULL,Female,Illinois,USA,NULL,50
48,Sycamore,NULL,Female,Illinois,USA,NULL,40
79,Tacoma,NULL,Male,Washington,USA,NULL,70
60,"Taichung, Taiwan",NULL,Male,"No State",TW,NULL,60
62,"Taipei              ",NULL,Female,"No State",TW,NULL,60
74,Tallahassee,200,Female,Florida,USA,8914,70
50,Tampa,25,Male,Florida,USA,10393,50
60,Tarrytown,NULL,Male,"New York",USA,NULL,60
63,Taylorville,NULL,Female,Illinois,USA,NULL,60
70,Teaneck,50,Female,"New Jersey",USA,152,70
59,"Tell City",NULL,Male,Indiana,USA,NULL,50
73,Tempe,NULL,Male,Arizona,USA,NULL,70
66,Temple,NULL,Female,Texas,USA,NULL,60
55,"Terre Haute",NULL,Female,Indiana,USA,NULL,50
60,Texico,NULL,Female,Illinois,USA,NULL,60
29,Thawville,NULL,Female,Illinois,USA,NULL,20
60,"Thompsons Station",10,Female,Tennessee,USA,159,60
56,Thomson,25,Female,Illinois,USA,1127,50
62,"Thousand Oaks",25,Female,California,USA,3323,60
65,"Thunder Bay, Ontario",NULL,Female,"No State",CA,NULL,60
57,"Tinley Park",NULL,Female,Illinois,USA,NULL,50
82,Tokyo,NULL,Female,"No State",JP,NULL,80
30,Tolono,NULL,Female,Illinois,USA,NULL,30
69,Tomball,NULL,Male,Texas,USA,NULL,60
61,Topeka,NULL,Female,Kansas,USA,NULL,60
63,Towanda,25,Female,Illinois,USA,237,60
51,"Trabuco Canyon",NULL,Female,California,USA,NULL,50
66,Tremont,NULL,Female,Illinois,USA,NULL,60
66,Trenton,NULL,Female,Illinois,USA,NULL,60
51,Troy,NULL,Female,Illinois,USA,NULL,50
82,Tryon,NULL,Female,"North Carolina",USA,NULL,80
51,Tucker,NULL,Female,Georgia,USA,NULL,50
71,Tucson,NULL,Male,Arizona,USA,NULL,70
69,Tuscaloosa,NULL,Female,Alabama,USA,NULL,60
42,Tuscola,NULL,Female,Illinois,USA,NULL,40
40,"Two Rivers",50,Female,Wisconsin,USA,6421,40
67,"Tybee Island",25,Female,Georgia,USA,1991,60
24,Urbana,NULL,Female,Illinois,USA,NULL,20
74,Valdosta,NULL,Male,Georgia,USA,NULL,70
63,"Valley Park",NULL,Female,Missouri,USA,NULL,60
71,Valparaiso,NULL,Male,Indiana,USA,NULL,70
85,"Van Nuys",NULL,Female,California,USA,NULL,80
72,Vancleave,NULL,Female,Mississippi,USA,NULL,70
56,"Vandalia            ",NULL,Female,Illinois,USA,NULL,50
41,Venice,100,Female,California,USA,7190,40
76,Ventura,NULL,Female,California,USA,NULL,70
64,Vergennes,50,Female,Vermont,USA,2410,60
24,"Vernon Hills",NULL,Female,Illinois,USA,NULL,20
31,Verona,NULL,Female,Wisconsin,USA,NULL,30
62,Vicksburg,100,Female,Mississippi,USA,1110,60
53,"Villa Park",25,Female,Illinois,USA,96,50
59,Vinton,NULL,Female,Iowa,USA,NULL,50
81,"Virginia Beach",100,Female,Virginia,USA,7860,80
58,Visalia,NULL,Male,California,USA,NULL,50
60,Vista,NULL,Female,California,USA,NULL,60
76,Waban,5,Male,Massachusetts,USA,1060,70
63,Waddell,10,Female,Arizona,USA,8876,60
85,"Walnut Creek",50,Female,California,USA,465,80
59,"Walnut Hill",25,Male,Illinois,USA,6042,50
65,Warrensburg,NULL,Female,Illinois,USA,NULL,60
23,Warrenville,NULL,Female,Illinois,USA,NULL,20
46,Warsaw,NULL,Female,Indiana,USA,NULL,40
23,Wasco,NULL,Female,Illinois,USA,NULL,20
50,Washington,100,Female,Illinois,USA,2984,50
50,Watseka,NULL,Female,Illinois,USA,NULL,50
45,Waukee,10,Female,Iowa,USA,9451,40
62,Waukesha,NULL,Female,Wisconsin,USA,NULL,60
57,Weatogue,25,Female,Connecticut,USA,299,50
53,Weaverville,NULL,Female,"North Carolina",USA,NULL,50
59,Wentzville,NULL,Female,Missouri,USA,NULL,50
74,"West Bend",25,Female,Wisconsin,USA,4155,70
52,"West Chester",NULL,Female,Ohio,USA,NULL,50
51,"West Chicago",NULL,Female,Illinois,USA,NULL,50
60,"West Frankfort",NULL,Female,Illinois,USA,NULL,60
54,"West Lafayette",NULL,Female,Indiana,USA,NULL,50
48,"West Peoria",NULL,Female,Illinois,USA,NULL,40
51,Westchester,NULL,Female,Illinois,USA,NULL,50
70,Westerly,NULL,Male,"Rhode Island",USA,NULL,70
45,"Western Springs",NULL,Female,Illinois,USA,NULL,40
63,Westmont,NULL,Male,Illinois,USA,NULL,60
65,Wexford,25,Female,Pennsylvania,USA,4598,60
62,Wheaton,NULL,Female,Illinois,USA,NULL,60
32,Wheeling,NULL,Female,Illinois,USA,NULL,30
55,"White Heath",NULL,Male,Illinois,USA,NULL,50
54,Wichita,20,Female,Kansas,USA,4865,50
58,Willowbrook,30,Female,Illinois,USA,2998,50
61,Wilmette,NULL,Female,Illinois,USA,NULL,60
52,Wilmington,NULL,Female,Illinois,USA,NULL,50
61,Winchester,NULL,Female,Illinois,USA,NULL,60
46,Windsor,NULL,Female,Colorado,USA,NULL,40
44,Winfield,NULL,Female,Illinois,USA,NULL,40
50,Winnebago,NULL,Female,Illinois,USA,NULL,50
62,Woodbridge,40,Female,Virginia,USA,4686,60
68,Woodson,NULL,Female,Illinois,USA,NULL,60
54,Wyckoff,NULL,Female,"New Jersey",USA,NULL,50
61,Yona,NULL,Female,Guam,USA,NULL,60
45,"Yongsan-Gu Seoul",300,Female,"No State",KR,10945,40
54,"Ypsilanti           ",NULL,Female,Michigan,USA,NULL,50
74,Yucaipa,NULL,Female,California,USA,NULL,70
50,Yuma,NULL,Male,Arizona,USA,NULL,50
